Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
models/resnet18_v1.onnx,onnxruntime,100,1,0.047193050384521484,0.0482940673828125,0.04739100456237793,0.04688096046447754,0.04926586151123047
models/resnet18_v1.onnx,onnxruntime,100,2,0.09291386604309082,0.09345722198486328,0.09301893711090088,0.09163022041320801,0.0966958999633789
models/resnet18_v1.onnx,onnxruntime,100,4,0.18428301811218262,0.18466591835021973,0.184249210357666,0.18204617500305176,0.18856000900268555
models/resnet18_v1.onnx,onnxruntime,100,8,0.36750268936157227,0.36994409561157227,0.3671664452552795,0.362717866897583,0.38561511039733887
models/resnet18_v1.onnx,onnxruntime,100,16,0.7319622039794922,0.7376120090484619,0.730944037437439,0.7237176895141602,0.7422518730163574
models/resnet34_v1.onnx,onnxruntime,100,1,0.09139394760131836,0.09202885627746582,0.09159301280975342,0.09060215950012207,0.09476399421691895
models/resnet34_v1.onnx,onnxruntime,100,2,0.1796102523803711,0.18141603469848633,0.18021090507507323,0.1788790225982666,0.18659687042236328
models/resnet34_v1.onnx,onnxruntime,100,4,0.3583507537841797,0.36158204078674316,0.3587080669403076,0.3556492328643799,0.36687493324279785
models/resnet34_v1.onnx,onnxruntime,100,8,0.71073317527771,0.7171170711517334,0.7120435404777526,0.7073616981506348,0.7330670356750488
models/resnet34_v1.onnx,onnxruntime,100,16,1.4321248531341553,1.4490559101104736,1.432790298461914,1.4150667190551758,1.4856469631195068
models/resnet50_v1.onnx,onnxruntime,100,1,0.0968928337097168,0.0973670482635498,0.09680928945541382,0.0957801342010498,0.10164213180541992
models/resnet50_v1.onnx,onnxruntime,100,2,0.19211077690124512,0.1924910545349121,0.1919092321395874,0.18987393379211426,0.19803524017333984
models/resnet50_v1.onnx,onnxruntime,100,4,0.38294172286987305,0.38544297218322754,0.38343671083450315,0.37879395484924316,0.42580294609069824
models/resnet50_v1.onnx,onnxruntime,100,8,0.7687051296234131,0.7754061222076416,0.7701684737205505,0.7632691860198975,0.7962338924407959
models/resnet50_v1.onnx,onnxruntime,100,16,1.539104700088501,1.5519039630889893,1.542709505558014,1.5315918922424316,1.5885920524597168
models/resnet101_v1.onnx,onnxruntime,100,1,0.18408894538879395,0.1876051425933838,0.18480904579162596,0.1832590103149414,0.1910991668701172
models/resnet101_v1.onnx,onnxruntime,100,2,0.36368227005004883,0.3653850555419922,0.3639848685264587,0.362170934677124,0.37412095069885254
models/resnet101_v1.onnx,onnxruntime,100,4,0.7245819568634033,0.7319660186767578,0.7259031367301941,0.7221479415893555,0.7481210231781006
models/resnet101_v1.onnx,onnxruntime,100,8,1.4584918022155762,1.470963954925537,1.4599290347099305,1.448793649673462,1.503105878829956
models/resnet101_v1.onnx,onnxruntime,100,16,2.922226905822754,2.934412956237793,2.915323040485382,2.8669660091400146,2.9631197452545166
models/resnet152_v1.onnx,onnxruntime,100,1,0.26666688919067383,0.26835036277770996,0.26722078800201415,0.2649369239807129,0.27625298500061035
models/resnet152_v1.onnx,onnxruntime,100,2,0.5275208950042725,0.5351300239562988,0.528219883441925,0.5249090194702148,0.5424511432647705
models/resnet152_v1.onnx,onnxruntime,100,4,1.0515918731689453,1.0625991821289062,1.0527429914474487,1.046494960784912,1.0791800022125244
models/resnet152_v1.onnx,onnxruntime,100,8,2.1371912956237793,2.1585307121276855,2.137713007926941,2.1115031242370605,2.1867361068725586
models/resnet152_v1.onnx,onnxruntime,100,16,4.302371263504028,4.346299886703491,4.3111598324775695,4.286197900772095,4.422098159790039
