Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
models/resnest14.onnx,onnxruntime,100,1,0.032749176025390625,0.033003807067871094,0.04438722372055054,0.03177213668823242,1.1836295127868652
models/resnest14.onnx,onnxruntime,100,2,0.07504963874816895,0.0753777027130127,0.0845121693611145,0.07479453086853027,1.0167229175567627
models/resnest14.onnx,onnxruntime,100,4,0.10285782814025879,0.10313892364501953,0.113743417263031,0.10261797904968262,1.1886754035949707
models/resnest14.onnx,onnxruntime,100,8,0.1577467918395996,0.15837383270263672,0.17245495796203614,0.15699529647827148,1.6173124313354492
models/resnest14.onnx,onnxruntime,100,16,0.24582576751708984,0.24688100814819336,0.2637472200393677,0.24457049369812012,2.021801233291626
models/resnest26.onnx,onnxruntime,100,1,0.03261685371398926,0.03293895721435547,0.04180153846740722,0.0324101448059082,0.9383194446563721
models/resnest26.onnx,onnxruntime,100,2,0.07596778869628906,0.0761864185333252,0.08499008893966675,0.07567644119262695,0.9770560264587402
models/resnest26.onnx,onnxruntime,100,4,0.10309696197509766,0.1034398078918457,0.11564135789871216,0.10268855094909668,1.3542332649230957
models/resnest26.onnx,onnxruntime,100,8,0.15821099281311035,0.1592235565185547,0.17243216514587403,0.15748023986816406,1.5729613304138184
models/resnest26.onnx,onnxruntime,100,16,0.24703621864318848,0.2478177547454834,0.2642119312286377,0.24594807624816895,1.9598243236541748
models/resnest50.onnx,onnxruntime,100,1,0.03253984451293945,0.032720327377319336,0.04179669141769409,0.03222990036010742,0.948906660079956
models/resnest50.onnx,onnxruntime,100,2,0.07615375518798828,0.07638072967529297,0.08493555784225464,0.07597732543945312,0.9516510963439941
models/resnest50.onnx,onnxruntime,100,4,0.10311031341552734,0.1033329963684082,0.11413541555404663,0.10285210609436035,1.2038567066192627
models/resnest50.onnx,onnxruntime,100,8,0.1587693691253662,0.15969276428222656,0.1731645107269287,0.15775036811828613,1.5884745121002197
models/resnest50.onnx,onnxruntime,100,16,0.24614930152893066,0.24718308448791504,0.2645976758003235,0.24451160430908203,2.085355520248413
models/resnest269.onnx,onnxruntime,100,1,0.03268790245056152,0.03292346000671387,0.041059725284576416,0.03241729736328125,0.8607521057128906
models/resnest269.onnx,onnxruntime,100,2,0.07631278038024902,0.07670950889587402,0.08634330987930298,0.07609701156616211,1.0748209953308105
models/resnest269.onnx,onnxruntime,100,4,0.10308551788330078,0.10332679748535156,0.11418346643447876,0.1027216911315918,1.209993839263916
models/resnest269.onnx,onnxruntime,100,8,0.15875601768493652,0.1595292091369629,0.1738496446609497,0.15755844116210938,1.6571087837219238
models/resnest269.onnx,onnxruntime,100,16,0.24710536003112793,0.24787521362304688,0.2646194314956665,0.24562716484069824,1.9954659938812256
