Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
models/resnest14.onnx,onnxruntime,100,1,0.07031989097595215,0.07183074951171875,0.07068065881729126,0.06904172897338867,0.07856583595275879
models/resnest14.onnx,onnxruntime,100,2,0.13344883918762207,0.13650870323181152,0.13404897689819337,0.13197898864746094,0.13957691192626953
models/resnest14.onnx,onnxruntime,100,4,0.26679301261901855,0.2702310085296631,0.2672485876083374,0.2650580406188965,0.2786571979522705
models/resnest14.onnx,onnxruntime,100,8,0.5326881408691406,0.5365931987762451,0.5325696563720703,0.5266039371490479,0.5445449352264404
models/resnest14.onnx,onnxruntime,100,16,1.0647618770599365,1.0686492919921875,1.063149344921112,1.051299810409546,1.0843260288238525
models/resnest26.onnx,onnxruntime,100,1,0.09169697761535645,0.09314203262329102,0.09201634645462037,0.09156584739685059,0.09616398811340332
models/resnest26.onnx,onnxruntime,100,2,0.17595982551574707,0.17752695083618164,0.17595420598983766,0.17430782318115234,0.1777958869934082
models/resnest26.onnx,onnxruntime,100,4,0.3482849597930908,0.3545048236846924,0.3499308490753174,0.347750186920166,0.3583710193634033
models/resnest26.onnx,onnxruntime,100,8,0.7051591873168945,0.7153749465942383,0.706936731338501,0.6987040042877197,0.734961986541748
models/resnest26.onnx,onnxruntime,100,16,1.4315600395202637,1.4460818767547607,1.4316276597976685,1.4112918376922607,1.4566757678985596
models/resnest50.onnx,onnxruntime,100,1,0.1392371654510498,0.14105796813964844,0.1395919466018677,0.13810467720031738,0.14662504196166992
models/resnest50.onnx,onnxruntime,100,2,0.26466822624206543,0.27031993865966797,0.2657577466964722,0.26252102851867676,0.2797970771789551
models/resnest50.onnx,onnxruntime,100,4,0.5282871723175049,0.5335550308227539,0.5293214321136475,0.5250468254089355,0.5487220287322998
models/resnest50.onnx,onnxruntime,100,8,1.061852216720581,1.0758171081542969,1.0647071886062622,1.0540721416473389,1.1433961391448975
models/resnest50.onnx,onnxruntime,100,16,2.114670753479004,2.126962900161743,2.116365575790405,2.0913808345794678,2.1694352626800537
models/resnest269.onnx,onnxruntime,100,1,0.5568609237670898,0.5634582042694092,0.5587607073783875,0.554934024810791,0.6017360687255859
models/resnest269.onnx,onnxruntime,100,2,1.0614089965820312,1.0807569026947021,1.065637092590332,1.05454683303833,1.1097090244293213
models/resnest269.onnx,onnxruntime,100,4,2.129678964614868,2.1413018703460693,2.128099095821381,2.1013240814208984,2.159430980682373
models/resnest269.onnx,onnxruntime,100,8,4.307185888290405,4.353844881057739,4.313747780323029,4.293920040130615,4.375006914138794
models/resnest269.onnx,onnxruntime,100,16,8.617671966552734,8.663991212844849,8.608362376689911,8.511797904968262,8.760498046875
