Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
models/mobilenet0.25.onnx,onnxruntime,100,1,0.002629995346069336,0.002759218215942383,0.0026664972305297852,0.002584695816040039,0.004214048385620117
models/mobilenet0.25.onnx,onnxruntime,100,2,0.005167961120605469,0.005300998687744141,0.005189945697784424,0.005098104476928711,0.005776882171630859
models/mobilenet0.25.onnx,onnxruntime,100,4,0.010316848754882812,0.010644912719726562,0.010392069816589355,0.010164976119995117,0.011207818984985352
models/mobilenet0.25.onnx,onnxruntime,100,8,0.020428895950317383,0.02077627182006836,0.02053015947341919,0.02032780647277832,0.02248096466064453
models/mobilenet0.25.onnx,onnxruntime,100,16,0.04159402847290039,0.04317283630371094,0.04199332475662231,0.04110312461853027,0.049510955810546875
models/mobilenet0.5.onnx,onnxruntime,100,1,0.006453990936279297,0.006621122360229492,0.006491141319274902,0.006395816802978516,0.007293224334716797
models/mobilenet0.5.onnx,onnxruntime,100,2,0.012948989868164062,0.013257026672363281,0.012983386516571044,0.012717008590698242,0.014052867889404297
models/mobilenet0.5.onnx,onnxruntime,100,4,0.025687217712402344,0.026096105575561523,0.025762202739715575,0.025439977645874023,0.02716994285583496
models/mobilenet0.5.onnx,onnxruntime,100,8,0.051837921142578125,0.05379295349121094,0.052178676128387454,0.05084681510925293,0.05494093894958496
models/mobilenet0.5.onnx,onnxruntime,100,16,0.10342884063720703,0.10588979721069336,0.10386788129806518,0.10240912437438965,0.11092901229858398
models/mobilenet0.75.onnx,onnxruntime,100,1,0.012063980102539062,0.012372016906738281,0.012117815017700196,0.01181793212890625,0.013096094131469727
models/mobilenet0.75.onnx,onnxruntime,100,2,0.023906230926513672,0.02441120147705078,0.023961610794067383,0.0233612060546875,0.025479793548583984
models/mobilenet0.75.onnx,onnxruntime,100,4,0.047190189361572266,0.0481412410736084,0.04736046552658081,0.04675102233886719,0.04883980751037598
models/mobilenet0.75.onnx,onnxruntime,100,8,0.09434008598327637,0.09662699699401855,0.09489513874053955,0.09356999397277832,0.11556410789489746
models/mobilenet0.75.onnx,onnxruntime,100,16,0.18958592414855957,0.1938159465789795,0.19047353506088258,0.18842005729675293,0.2100670337677002
models/mobilenet1.0.onnx,onnxruntime,100,1,0.018899202346801758,0.019190073013305664,0.01898088216781616,0.01860213279724121,0.022092819213867188
models/mobilenet1.0.onnx,onnxruntime,100,2,0.03737807273864746,0.038413047790527344,0.03753817081451416,0.03681588172912598,0.041895151138305664
models/mobilenet1.0.onnx,onnxruntime,100,4,0.07398605346679688,0.07600688934326172,0.07441245317459107,0.07335805892944336,0.08466005325317383
models/mobilenet1.0.onnx,onnxruntime,100,8,0.14806771278381348,0.14931201934814453,0.14838775873184204,0.14731788635253906,0.15742897987365723
models/mobilenet1.0.onnx,onnxruntime,100,16,0.30173492431640625,0.30814313888549805,0.302264039516449,0.29639673233032227,0.32225990295410156
