,query_types,median_runtime,min_runtime,max_runtime,25th_pct_runtime,75th_pct_runtime,mean_runtime,clm_lower,clm_upper
0,1.0,0.008949041366577148,0.0074160099029541016,0.05121111869812012,0.008208692073822021,0.009774267673492432,0.011210497220357258,0.008133884432011263,0.014287110008703254
1,2.0,0.1261988878250122,0.09785962104797363,1.6817362308502197,0.11878758668899536,0.3699979782104492,0.3537782351175944,0.17769419750840124,0.5298622727267875
2,3.0,0.9042990207672119,0.4316267967224121,1.2359912395477295,0.8662752509117126,0.9590669870376587,0.8468351284662883,0.7714055719598327,0.9222646849727438
3,4.0,0.861935019493103,0.7355551719665527,0.9794440269470215,0.8006835579872131,0.923242449760437,0.8600343624750774,0.8332967580471382,0.8867719669030165
4,5.0,1.4185367822647095,1.2009780406951904,1.6764280796051025,1.334674060344696,1.5067877769470215,1.4221855004628499,1.3732269431634776,1.4711440577622221
