Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
models/densenet121.onnx,onnxruntime,100,1,0.0791618824005127,0.08275628089904785,0.07976548433303833,0.07831406593322754,0.08470797538757324
models/densenet121.onnx,onnxruntime,100,2,0.15643072128295898,0.16064214706420898,0.15720935821533202,0.15487217903137207,0.16829490661621094
models/densenet121.onnx,onnxruntime,100,4,0.3180832862854004,0.32343006134033203,0.31852173805236816,0.31235694885253906,0.3342249393463135
models/densenet121.onnx,onnxruntime,100,8,0.6417300701141357,0.6496520042419434,0.6424264121055603,0.6316757202148438,0.6650941371917725
models/densenet121.onnx,onnxruntime,100,16,1.2917208671569824,1.3019609451293945,1.2933532691001892,1.282329797744751,1.3545689582824707
models/densenet161.onnx,onnxruntime,100,1,0.20078182220458984,0.20193910598754883,0.20108760118484498,0.19966411590576172,0.20857787132263184
models/densenet161.onnx,onnxruntime,100,2,0.3978891372680664,0.39872097969055176,0.39824533700942993,0.39627790451049805,0.4097599983215332
models/densenet161.onnx,onnxruntime,100,4,0.796889066696167,0.8013551235198975,0.797666220664978,0.7949509620666504,0.8098771572113037
models/densenet161.onnx,onnxruntime,100,8,1.6026899814605713,1.611548900604248,1.603409628868103,1.5876100063323975,1.6460862159729004
models/densenet161.onnx,onnxruntime,100,16,3.1792218685150146,3.2138359546661377,3.1867829608917235,3.1563642024993896,3.2624104022979736
models/densenet169.onnx,onnxruntime,100,1,0.09451580047607422,0.09529900550842285,0.09485167980194092,0.09427499771118164,0.1022040843963623
models/densenet169.onnx,onnxruntime,100,2,0.18651318550109863,0.18918800354003906,0.18748839378356932,0.1860508918762207,0.19835901260375977
models/densenet169.onnx,onnxruntime,100,4,0.37412405014038086,0.37709498405456543,0.374763081073761,0.3725719451904297,0.3850717544555664
models/densenet169.onnx,onnxruntime,100,8,0.7577371597290039,0.7651770114898682,0.7591661262512207,0.7538528442382812,0.7793958187103271
models/densenet169.onnx,onnxruntime,100,16,1.5342590808868408,1.5359632968902588,1.5334006595611571,1.5251116752624512,1.5513968467712402
models/densenet201.onnx,onnxruntime,100,1,0.12082099914550781,0.12161612510681152,0.12103116989135743,0.12035989761352539,0.12540507316589355
models/densenet201.onnx,onnxruntime,100,2,0.23984789848327637,0.24476194381713867,0.24113369703292847,0.23789620399475098,0.25464510917663574
models/densenet201.onnx,onnxruntime,100,4,0.4838399887084961,0.49469900131225586,0.4858229994773865,0.47766590118408203,0.5141198635101318
models/densenet201.onnx,onnxruntime,100,8,0.9658749103546143,0.9759049415588379,0.9674698495864869,0.9621930122375488,0.9870491027832031
models/densenet201.onnx,onnxruntime,100,16,1.9256999492645264,1.9417810440063477,1.9282230424880982,1.9103660583496094,1.9643278121948242
