0.0,0.0
549.0,50.0
1061.0,50.0
1491.0,50.0
2147.0,50.0
2738.0,50.0
3347.0,50.0
3782.0,50.0
3989.0,50.0
4776.0,50.0
5532.0,50.0
6047.0,50.0
6709.0,50.0
7179.0,50.0
8343.0,62.0
9133.0,62.0
9919.0,62.0
10728.0,62.0
11470.0,62.0
13219.0,82.0
14680.0,84.0
16190.0,108.0
17511.0,108.0
19238.0,168.0
21366.0,348.0
23265.0,448.0
25191.0,526.0
27153.0,616.0
29757.0,905.0
32575.0,1279.0
35374.0,1655.0
38059.0,2004.0
40686.0,2321.0
43922.0,2787.0
47022.0,3288.0
49987.0,3725.0
53008.0,4178.0
55870.0,4560.0
59553.0,5299.0
62703.0,5729.0
65738.0,6183.0
68650.0,6619.0
71318.0,6916.0
74143.0,7308.0
76361.0,7515.0
78761.0,7756.0
80957.0,7939.0
83201.0,8160.0
84975.0,8249.0
86560.0,8277.0
88143.0,8277.0
89577.0,8277.0
91079.0,8292.0
92277.0,8292.0
93245.0,8292.0
94272.0,8292.0
95228.0,8292.0
96141.0,8292.0
96800.0,8292.0
97552.0,8292.0
98210.0,8292.0
98743.0,8292.0
99509.0,8292.0
100020.0,8292.0
100548.0,8292.0
101055.0,8292.0
101386.0,8292.0
