,model_variants,median_runtime,min_runtime,max_runtime,25th_pct_runtime,75th_pct_runtime,mean_runtime,clm_lower,clm_upper
0,5.0,0.2808340787887573,0.24190616607666016,0.3542520999908447,0.26218801736831665,0.3289749026298523,0.294453763961792,0.2775137494989711,0.3113937784246129
