Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
yolov5n,PyTorch,100,1,0.037581682205200195,0.038532257080078125,0.037788558006286624,0.03611326217651367,0.04802083969116211
yolov5n,PyTorch,100,2,0.07418704032897949,0.07646799087524414,0.07463870286941528,0.07113790512084961,0.09517383575439453
yolov5n,PyTorch,100,4,0.11699581146240234,0.11958098411560059,0.1170821499824524,0.1128079891204834,0.12878012657165527
yolov5n,PyTorch,100,8,0.22662830352783203,0.22960901260375977,0.22626449823379516,0.21807217597961426,0.2430262565612793
yolov5n,PyTorch,100,16,1.7389500141143799,1.7650961875915527,1.7408712577819825,1.7017738819122314,1.7873647212982178
yolov5s,PyTorch,100,1,0.06278824806213379,0.06548500061035156,0.06287333488464356,0.0583798885345459,0.07149600982666016
yolov5s,PyTorch,100,2,0.12086987495422363,0.12358593940734863,0.12081713676452636,0.11527609825134277,0.1290900707244873
yolov5s,PyTorch,100,4,0.19754815101623535,0.20117592811584473,0.1973978567123413,0.19076299667358398,0.2049579620361328
yolov5s,PyTorch,100,8,0.3990328311920166,0.40876221656799316,0.4008959484100342,0.3898658752441406,0.4390718936920166
yolov5s,PyTorch,100,16,3.198409080505371,3.359560012817383,3.2392073941230772,3.1600801944732666,3.609644889831543
yolov5m,PyTorch,100,1,0.10571169853210449,0.10910677909851074,0.1041804814338684,0.09307193756103516,0.11271500587463379
yolov5m,PyTorch,100,2,0.2111952304840088,0.2160181999206543,0.21132745027542113,0.2037959098815918,0.22124505043029785
yolov5m,PyTorch,100,4,0.36966991424560547,0.37946105003356934,0.3710990571975708,0.35463500022888184,0.42844581604003906
yolov5m,PyTorch,100,8,0.7310128211975098,0.7507266998291016,0.7326036190986633,0.7085409164428711,0.7686412334442139
yolov5m,PyTorch,100,16,6.19688081741333,6.4574058055877686,40.12452885866165,5.970407009124756,1058.0286841392517
yolov5l,PyTorch,100,1,0.16081905364990234,0.16526222229003906,0.1612916660308838,0.1560990810394287,0.17046284675598145
yolov5l,PyTorch,100,2,0.3452908992767334,0.3536489009857178,9.84004026412964,0.332766056060791,949.7143430709839
yolov5l,PyTorch,100,4,0.6607160568237305,0.6737470626831055,0.6620758605003357,0.6469161510467529,0.7137739658355713
yolov5l,PyTorch,100,8,1.3026797771453857,1.3435771465301514,3.592493860721588,1.2655529975891113,229.78540897369385
yolov5l,PyTorch,100,16,10.663741111755371,915.6021151542664,121.1988323688507,10.112491846084595,1004.0718810558319
yolov5x,PyTorch,100,1,0.23843026161193848,0.24322104454040527,0.23931010007858278,0.23140192031860352,0.2707791328430176
yolov5x,PyTorch,100,2,0.5398340225219727,0.5481030941009521,0.5405976963043213,0.5305430889129639,0.5793521404266357
yolov5x,PyTorch,100,4,1.0576226711273193,1.0825872421264648,20.49481257200241,1.033372163772583,980.8867881298065
yolov5x,PyTorch,100,8,2.103762149810791,2.1295928955078125,40.16686778068542,2.0711050033569336,991.6173620223999
yolov5x,PyTorch,100,16,15.40478801727295,931.9783878326416,162.6831352186203,14.932971954345703,1090.9102821350098
